,datetime(yyyy-mm-dd hh),co2_flow(l),Amstel_Utra_tot_volume(l),Amstel_Utra_age_volume(days*l),Carta_Blanca_tot_volume(l),Carta_Blanca_age_volume(days*l),Coors_Light_tot_volume(l),Coors_Light_age_volume(days*l),Miller_tot_volume(l),Miller_age_volume(days*l),Sol_tot_volume(l),Sol_age_volume(days*l),Tecate_tot_volume(l),Tecate_age_volume(days*l),Tecate_Light_tot_volume(l),Tecate_Light_age_volume(days*l),RIZZOS_tot_volume(l),RIZZOS_age_volume(days*l),Bohemia_tot_volume(l),Bohemia_age_volume(days*l),Noche_Buena_tot_volume(l),Noche_Buena_age_volume(days*l)
5764,2023-04-18 10,245844.51879882812,0.0,0.0,6800.0,5100.0,0.0,0.0,0.0,0.0,6800.0,7650.0,6800.0,1645316.6666666667,54400.0,661300.0,0.0,0.0,0.0,0.0,0.0,0.0
5765,2023-04-18 11,234087.11083984375,4100.0,170.83333333333331,6800.0,5383.333333333333,0.0,0.0,0.0,0.0,6800.0,7933.333333333334,6800.0,1645600.0,63000.0,663925.0,0.0,0.0,0.0,0.0,0.0,0.0
5766,2023-04-18 12,235564.48291015625,4100.0,341.66666666666663,6800.0,5666.666666666667,0.0,0.0,0.0,0.0,6800.0,8216.666666666666,6800.0,1645883.3333333333,63000.0,666550.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,2023-04-18 13,245728.12377929688,4100.0,512.5,6800.0,5950.0,0.0,0.0,0.0,0.0,6800.0,8500.0,6800.0,1646166.6666666667,63000.0,669175.0,0.0,0.0,0.0,0.0,0.0,0.0
5768,2023-04-18 14,239471.83422851562,4100.0,683.3333333333333,6800.0,6233.333333333333,0.0,0.0,0.0,0.0,6800.0,8783.333333333334,6800.0,1646450.0,63000.0,671800.0,0.0,0.0,0.0,0.0,0.0,0.0
5769,2023-04-18 15,242529.46618652344,4100.0,854.1666666666667,6800.0,6516.666666666667,0.0,0.0,0.0,0.0,6800.0,9066.666666666666,6800.0,1646733.3333333333,63000.0,674425.0,0.0,0.0,0.0,0.0,0.0,0.0
5770,2023-04-18 16,276440.31677246094,4100.0,1025.0,6800.0,6800.0,0.0,0.0,0.0,0.0,6800.0,9350.0,6800.0,1647016.6666666667,63000.0,677050.0,0.0,0.0,0.0,0.0,0.0,0.0
5771,2023-04-18 17,283385.0407714844,4100.0,1195.8333333333335,6800.0,7083.333333333334,0.0,0.0,0.0,0.0,6800.0,9633.333333333334,6800.0,1647300.0,63000.0,679675.0,0.0,0.0,0.0,0.0,0.0,0.0
5772,2023-04-18 18,287755.1875,4100.0,1366.6666666666665,6800.0,7366.666666666666,0.0,0.0,0.0,0.0,6800.0,9916.666666666666,6800.0,1647583.3333333333,63000.0,682300.0,0.0,0.0,0.0,0.0,0.0,0.0
5773,2023-04-18 19,305389.5129394531,4100.0,1537.5,6800.0,7650.0,0.0,0.0,0.0,0.0,13600.0,10483.333333333334,6800.0,1647866.6666666667,63000.0,684925.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,2023-04-18 20,305792.7216796875,4100.0,1708.3333333333335,6800.0,7933.333333333334,0.0,0.0,0.0,0.0,13600.0,11050.0,6800.0,1648150.0,63000.0,687550.0,0.0,0.0,0.0,0.0,0.0,0.0
5775,2023-04-18 21,302859.8249511719,4100.0,1879.1666666666665,6800.0,8216.666666666666,0.0,0.0,0.0,0.0,13600.0,11616.666666666666,6800.0,1648433.3333333333,63000.0,690175.0,0.0,0.0,0.0,0.0,0.0,0.0
5776,2023-04-18 22,316941.9404296875,4100.0,2050.0,6800.0,8500.0,0.0,0.0,0.0,0.0,13600.0,12183.333333333334,6800.0,1648716.6666666667,63000.0,692800.0,0.0,0.0,0.0,0.0,0.0,0.0
5777,2023-04-18 23,311112.69384765625,4100.0,2220.833333333333,6800.0,8783.333333333334,0.0,0.0,0.0,0.0,13600.0,12750.0,6800.0,1649000.0,63000.0,695425.0,0.0,0.0,0.0,0.0,0.0,0.0
5778,2023-04-19 00,291009.4592285156,4100.0,2391.666666666667,6800.0,9066.666666666666,0.0,0.0,0.0,0.0,20400.0,13600.0,6800.0,1649283.3333333333,63000.0,698050.0,0.0,0.0,0.0,0.0,0.0,0.0
5779,2023-04-19 01,272062.22412109375,4100.0,2562.5,6800.0,9350.0,0.0,0.0,0.0,0.0,20400.0,14450.0,13600.0,1649850.0,63000.0,700675.0,0.0,0.0,0.0,0.0,0.0,0.0
5780,2023-04-19 02,313473.15185546875,4100.0,2733.333333333333,6800.0,9633.333333333334,0.0,0.0,0.0,0.0,20400.0,15300.0,13600.0,1650416.6666666667,63000.0,703300.0,0.0,0.0,0.0,0.0,0.0,0.0
5781,2023-04-19 03,307636.7547607422,4100.0,2904.166666666667,6800.0,9916.666666666666,0.0,0.0,0.0,0.0,20400.0,16150.0,13600.0,1650983.3333333333,63000.0,705925.0,0.0,0.0,0.0,0.0,0.0,0.0
5782,2023-04-19 04,310071.5018310547,4100.0,3075.0,6800.0,10200.0,0.0,0.0,0.0,0.0,20400.0,17000.0,13600.0,1651550.0,63000.0,708550.0,0.0,0.0,0.0,0.0,0.0,0.0
5783,2023-04-19 05,293291.2637939453,4100.0,3245.833333333333,6800.0,10483.333333333334,0.0,0.0,0.0,0.0,20400.0,17850.0,13600.0,1652116.6666666667,42600.0,609458.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5784,2023-04-19 06,298793.17578125,4100.0,3416.666666666667,6800.0,10766.666666666666,0.0,0.0,0.0,0.0,20400.0,18700.0,13600.0,1652683.3333333333,42600.0,611233.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5785,2023-04-19 07,300893.83447265625,4100.0,3587.5,6800.0,11050.0,0.0,0.0,0.0,0.0,20400.0,19550.0,13600.0,1653250.0,42600.0,613008.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5786,2023-04-19 08,302732.7041015625,4100.0,3758.333333333333,6800.0,11333.333333333334,0.0,0.0,0.0,0.0,20400.0,20400.0,13600.0,1653816.6666666667,42600.0,614783.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5787,2023-04-19 09,219677.6610107422,4100.0,3929.166666666667,6800.0,11616.666666666666,0.0,0.0,0.0,0.0,20400.0,21250.0,13600.0,1654383.3333333333,42600.0,616558.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5788,2023-04-19 10,328948.42431640625,4100.0,4100.0,6800.0,11900.0,0.0,0.0,0.0,0.0,20400.0,22100.0,13600.0,1654950.0,42600.0,618333.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5789,2023-04-19 11,322193.9831542969,4100.0,4270.833333333334,6800.0,12183.333333333334,0.0,0.0,0.0,0.0,20400.0,22950.0,13600.0,1655516.6666666667,42600.0,620108.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5790,2023-04-19 12,306896.68017578125,4100.0,4441.666666666666,6800.0,12466.666666666666,0.0,0.0,0.0,0.0,20400.0,23800.0,13600.0,1656083.3333333333,42600.0,621883.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5791,2023-04-19 13,306622.1784667969,4100.0,4612.5,6800.0,12750.0,0.0,0.0,0.0,0.0,20400.0,24650.0,13600.0,1656650.0,42600.0,623658.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5792,2023-04-19 14,303149.8161621094,4100.0,4783.333333333334,6800.0,13033.333333333334,0.0,0.0,0.0,0.0,20400.0,25500.0,13600.0,1657216.6666666667,42600.0,625433.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5793,2023-04-19 15,294336.03125,4100.0,4954.166666666666,6800.0,13316.666666666666,0.0,0.0,0.0,0.0,20400.0,26350.0,13600.0,1657783.3333333333,42600.0,627208.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5794,2023-04-19 16,307923.17333984375,4100.0,5125.0,6800.0,13600.0,0.0,0.0,0.0,0.0,20400.0,27200.0,13600.0,1658350.0,42600.0,628983.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5795,2023-04-19 17,297835.0104980469,4100.0,5295.833333333334,6800.0,13883.333333333332,0.0,0.0,0.0,0.0,20400.0,28050.0,13600.0,1658916.6666666667,42600.0,630758.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5796,2023-04-19 18,296416.0311279297,4100.0,5466.666666666666,6800.0,14166.666666666668,0.0,0.0,0.0,0.0,20400.0,28900.0,13600.0,1659483.3333333333,42600.0,632533.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5797,2023-04-19 19,225023.85107421875,4100.0,5637.5,6800.0,14450.0,0.0,0.0,0.0,0.0,20400.0,29750.0,13600.0,1660050.0,42600.0,634308.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5798,2023-04-19 20,293217.3747558594,4100.0,5808.333333333334,6800.0,14733.333333333332,0.0,0.0,0.0,0.0,20400.0,30600.0,13600.0,1660616.6666666667,42600.0,636083.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5799,2023-04-19 21,297676.5068359375,4100.0,5979.166666666666,6800.0,15016.666666666668,0.0,0.0,0.0,0.0,20400.0,31450.0,13600.0,1661183.3333333333,42600.0,637858.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5800,2023-04-19 22,287856.0891113281,4100.0,6150.0,6800.0,15300.0,0.0,0.0,0.0,0.0,20400.0,32300.0,13600.0,1661750.0,42600.0,639633.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5801,2023-04-19 23,308470.1862792969,4100.0,6320.833333333334,6800.0,15583.333333333332,0.0,0.0,0.0,0.0,20400.0,33150.0,13600.0,1662316.6666666667,42600.0,641408.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5802,2023-04-20 00,298461.4735107422,4100.0,6491.666666666666,6800.0,15866.666666666668,0.0,0.0,0.0,0.0,20400.0,34000.0,13600.0,1662883.3333333333,42600.0,643183.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5803,2023-04-20 01,289100.27587890625,4100.0,6662.5,13600.0,16433.333333333332,0.0,0.0,0.0,0.0,20400.0,34850.0,13600.0,1663450.0,42600.0,644958.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5804,2023-04-20 02,311442.8095703125,4100.0,6833.333333333334,13600.0,17000.0,0.0,0.0,0.0,0.0,20400.0,35700.0,13600.0,1664016.6666666667,42600.0,646733.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5805,2023-04-20 03,319192.75622558594,8200.0,7174.999999999999,13600.0,17566.666666666668,0.0,0.0,0.0,0.0,20400.0,36550.0,13600.0,1664583.3333333333,42600.0,648508.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5806,2023-04-20 04,358807.720703125,8200.0,7516.666666666667,13600.0,18133.333333333332,0.0,0.0,0.0,0.0,20400.0,37400.0,13600.0,1665150.0,42600.0,650283.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5807,2023-04-20 05,350935.8137207031,8200.0,7858.333333333334,13600.0,18700.0,0.0,0.0,0.0,0.0,20400.0,38250.0,13600.0,1665716.6666666667,42600.0,652058.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5808,2023-04-20 06,322899.10205078125,8200.0,8200.0,13600.0,19266.666666666668,0.0,0.0,0.0,0.0,20400.0,39100.0,13600.0,1666283.3333333333,42600.0,653833.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5809,2023-04-20 07,329615.8049316406,8200.0,8541.666666666666,13600.0,19833.333333333332,0.0,0.0,0.0,0.0,20400.0,39950.0,13600.0,1666850.0,42600.0,655608.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5810,2023-04-20 08,335339.3830566406,8200.0,8883.333333333334,13600.0,20400.0,0.0,0.0,0.0,0.0,20400.0,40800.0,13600.0,1667416.6666666667,42600.0,657383.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5811,2023-04-20 09,371879.23291015625,8200.0,9225.0,13600.0,20966.666666666668,0.0,0.0,0.0,0.0,20400.0,41650.0,13600.0,1667983.3333333333,42600.0,659158.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5812,2023-04-20 10,348634.1467285156,8200.0,9566.666666666666,13600.0,21533.333333333332,0.0,0.0,0.0,0.0,20400.0,42500.0,13600.0,1668550.0,42600.0,660933.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5813,2023-04-20 11,371592.4162597656,8200.0,9908.333333333332,13600.0,22100.0,0.0,0.0,0.0,0.0,20400.0,43350.0,13600.0,1669116.6666666667,42600.0,662708.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5814,2023-04-20 12,376281.15966796875,8200.0,10250.000000000002,13600.0,22666.666666666668,0.0,0.0,0.0,0.0,20400.0,44200.0,13600.0,1669683.3333333333,42600.0,664483.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5815,2023-04-20 13,315412.9245605469,8200.0,10591.666666666666,13600.0,23233.333333333332,0.0,0.0,0.0,0.0,20400.0,45050.0,13600.0,1670250.0,42600.0,666258.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5816,2023-04-20 14,358697.6833496094,8200.0,10933.333333333332,13600.0,23800.0,0.0,0.0,0.0,0.0,20400.0,45900.0,13600.0,1670816.6666666667,42600.0,668033.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5817,2023-04-20 15,340241.8430175781,8200.0,11275.0,13600.0,24366.666666666668,0.0,0.0,0.0,0.0,20400.0,46750.0,13600.0,1671383.3333333333,42600.0,669808.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5818,2023-04-20 16,358307.5849609375,8200.0,11616.666666666668,13600.0,24933.333333333332,0.0,0.0,0.0,0.0,20400.0,47600.0,13600.0,1671950.0,42600.0,671583.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5819,2023-04-20 17,345078.7590332031,8200.0,11958.333333333332,13600.0,25500.0,0.0,0.0,0.0,0.0,20400.0,48450.0,13600.0,1672516.6666666667,15400.0,571358.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5820,2023-04-20 18,317195.78271484375,8200.0,12300.0,13600.0,26066.666666666668,0.0,0.0,0.0,0.0,20400.0,49300.0,13600.0,1673083.3333333333,15400.0,572000.0,0.0,0.0,0.0,0.0,0.0,0.0
5821,2023-04-20 19,282360.533203125,8200.0,12641.666666666668,13600.0,26633.333333333332,0.0,0.0,0.0,0.0,20400.0,50150.0,13600.0,1673650.0,15400.0,572641.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5822,2023-04-20 20,281531.474609375,8200.0,12983.333333333332,13600.0,27200.0,0.0,0.0,0.0,0.0,20400.0,51000.0,13600.0,1674216.6666666667,15400.0,573283.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5823,2023-04-20 21,272353.40783691406,8200.0,13325.0,13600.0,27766.666666666668,0.0,0.0,0.0,0.0,20400.0,51850.0,13600.0,1674783.3333333333,15400.0,573925.0,0.0,0.0,0.0,0.0,0.0,0.0
5824,2023-04-20 22,269552.39892578125,8200.0,13666.666666666668,13600.0,28333.333333333332,0.0,0.0,0.0,0.0,20400.0,52700.0,13600.0,1675350.0,15400.0,574566.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5825,2023-04-20 23,293747.3059082031,8200.0,14008.333333333332,13600.0,28900.0,0.0,0.0,0.0,0.0,20400.0,53550.0,13600.0,1675916.6666666667,15400.0,575208.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5826,2023-04-21 00,296834.3369140625,8200.0,14350.0,13600.0,29466.666666666668,0.0,0.0,0.0,0.0,20400.0,54400.0,13600.0,1676483.3333333333,15400.0,575850.0,0.0,0.0,0.0,0.0,0.0,0.0
5827,2023-04-21 01,295751.82958984375,8200.0,14691.666666666668,13600.0,30033.333333333336,0.0,0.0,0.0,0.0,20400.0,55250.0,13600.0,1677050.0,15400.0,576491.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5828,2023-04-21 02,277529.9736328125,8200.0,15033.333333333332,13600.0,30600.0,0.0,0.0,0.0,0.0,20400.0,56100.0,13600.0,1677616.6666666667,15400.0,577133.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5829,2023-04-21 03,309188.01806640625,8200.0,15375.000000000002,13600.0,31166.666666666668,0.0,0.0,0.0,0.0,20400.0,56950.0,13600.0,1678183.3333333333,15400.0,577775.0,0.0,0.0,0.0,0.0,0.0,0.0
5830,2023-04-21 04,313659.4631347656,8200.0,15716.666666666666,13600.0,31733.333333333336,0.0,0.0,0.0,0.0,20400.0,57800.0,13600.0,1678750.0,15400.0,578416.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5831,2023-04-21 05,320804.40185546875,8200.0,16058.333333333332,13600.0,32300.0,0.0,0.0,0.0,0.0,20400.0,58650.0,13600.0,1679316.6666666667,15400.0,579058.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5832,2023-04-21 06,322399.3623046875,8200.0,16400.0,13600.0,32866.66666666667,0.0,0.0,0.0,0.0,20400.0,59500.0,13600.0,1679883.3333333333,15400.0,579700.0,0.0,0.0,0.0,0.0,0.0,0.0
5833,2023-04-21 07,300608.2102050781,8200.0,16741.666666666664,13600.0,33433.333333333336,0.0,0.0,0.0,0.0,20400.0,60350.0,13600.0,1680450.0,15400.0,580341.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5834,2023-04-21 08,371707.21923828125,8200.0,17083.333333333332,13600.0,34000.0,0.0,0.0,0.0,0.0,20400.0,61200.00000000001,13600.0,1681016.6666666667,15400.0,580983.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5835,2023-04-21 09,286011.2614746094,8200.0,17425.0,13600.0,34566.66666666667,0.0,0.0,0.0,0.0,20400.0,62049.99999999999,13600.0,1681583.3333333333,15400.0,581625.0,0.0,0.0,0.0,0.0,0.0,0.0
5836,2023-04-21 10,369814.72216796875,8200.0,17766.666666666664,13600.0,35133.333333333336,0.0,0.0,0.0,0.0,20400.0,62900.0,13600.0,1682150.0,15400.0,582266.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5837,2023-04-21 11,377892.80126953125,8200.0,18108.333333333332,13600.0,35700.0,0.0,0.0,0.0,0.0,20400.0,63750.00000000001,13600.0,1682716.6666666667,15400.0,582908.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5838,2023-04-21 12,376105.17626953125,8200.0,18450.0,13600.0,36266.66666666667,0.0,0.0,0.0,0.0,20400.0,64599.99999999999,13600.0,1683283.3333333333,15400.0,583550.0,0.0,0.0,0.0,0.0,0.0,0.0
5839,2023-04-21 13,378781.4494628906,8200.0,18791.666666666664,13600.0,36833.333333333336,0.0,0.0,0.0,0.0,20400.0,65450.0,13600.0,1683850.0,15400.0,584191.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5840,2023-04-21 14,371834.34130859375,8200.0,19133.333333333332,13600.0,37400.0,0.0,0.0,0.0,0.0,20400.0,66300.0,13600.0,1684416.6666666667,15400.0,584833.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5841,2023-04-21 15,372060.3791503906,8200.0,19475.0,13600.0,37966.66666666667,0.0,0.0,0.0,0.0,20400.0,67150.0,13600.0,1684983.3333333333,15400.0,585475.0,0.0,0.0,0.0,0.0,0.0,0.0
5842,2023-04-21 16,392604.9582519531,8200.0,19816.666666666664,13600.0,38533.333333333336,0.0,0.0,0.0,0.0,20400.0,68000.0,13600.0,1685550.0,15400.0,586116.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5843,2023-04-21 17,417038.611328125,8200.0,20158.333333333332,13600.0,39100.0,0.0,0.0,0.0,0.0,13600.0,38816.66666666667,13600.0,1686116.6666666667,15400.0,586758.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5844,2023-04-21 18,383726.01904296875,8200.0,20500.0,13600.0,39666.666666666664,0.0,0.0,0.0,0.0,13600.0,39383.33333333333,13600.0,1686683.3333333333,15400.0,587400.0,0.0,0.0,0.0,0.0,0.0,0.0
5845,2023-04-21 19,362593.5109863281,8200.0,20841.666666666664,13600.0,40233.333333333336,0.0,0.0,0.0,0.0,13600.0,39950.0,13600.0,1687250.0,15400.0,588041.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5846,2023-04-21 20,352784.2204589844,8200.0,21183.333333333332,13600.0,40800.0,0.0,0.0,0.0,0.0,13600.0,40516.66666666667,13600.0,1687816.6666666667,15400.0,588683.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5847,2023-04-21 21,366464.318359375,8200.0,21525.0,13600.0,41366.666666666664,0.0,0.0,0.0,0.0,13600.0,41083.33333333333,13600.0,1688383.3333333333,15400.0,589325.0,0.0,0.0,0.0,0.0,0.0,0.0
5848,2023-04-21 22,368993.6057128906,8200.0,21866.666666666664,13600.0,41933.333333333336,0.0,0.0,0.0,0.0,13600.0,41650.0,13600.0,1688950.0,15400.0,589966.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5849,2023-04-21 23,349732.1457519531,8200.0,22208.333333333332,13600.0,42500.0,0.0,0.0,0.0,0.0,13600.0,42216.66666666667,13600.0,1689516.6666666667,15400.0,590608.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5850,2023-04-22 00,328775.61962890625,8200.0,22550.0,13600.0,43066.666666666664,0.0,0.0,0.0,0.0,13600.0,42783.33333333333,13600.0,1690083.3333333333,15400.0,591250.0,0.0,0.0,0.0,0.0,0.0,0.0
5851,2023-04-22 01,280659.9050292969,8200.0,22891.666666666664,13600.0,43633.33333333333,0.0,0.0,0.0,0.0,13600.0,43350.0,13600.0,1690650.0,15400.0,591891.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5852,2023-04-22 02,322950.7431640625,8200.0,23233.333333333332,13600.0,44200.0,0.0,0.0,0.0,0.0,13600.0,43916.66666666667,13600.0,1691216.6666666667,15400.0,592533.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5853,2023-04-22 03,271762.6970214844,8200.0,23575.0,13600.0,44766.666666666664,0.0,0.0,0.0,0.0,13600.0,44483.33333333333,13600.0,1691783.3333333333,15400.0,593175.0,0.0,0.0,0.0,0.0,0.0,0.0
5854,2023-04-22 04,282548.8291015625,8200.0,23916.666666666668,13600.0,45333.33333333333,0.0,0.0,0.0,0.0,13600.0,45050.0,13600.0,1692350.0,15400.0,593816.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5855,2023-04-22 05,198645.65600585938,8200.0,24258.333333333332,13600.0,45900.0,0.0,0.0,0.0,0.0,13600.0,45616.66666666667,13600.0,1692916.6666666667,15400.0,594458.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5856,2023-04-22 07,55906.581787109375,8200.0,24941.666666666668,13600.0,47033.33333333333,0.0,0.0,0.0,0.0,13600.0,46750.0,13600.0,1694050.0,15400.0,595741.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5857,2023-04-22 08,247296.4677734375,8200.0,25283.333333333332,13600.0,47600.0,0.0,0.0,0.0,0.0,13600.0,47316.66666666667,13600.0,1694616.6666666667,15400.0,596383.3333333334,0.0,0.0,0.0,0.0,0.0,0.0
5858,2023-04-22 09,252931.8564453125,8200.0,25625.0,13600.0,48166.666666666664,0.0,0.0,0.0,0.0,13600.0,47883.33333333333,13600.0,1695183.3333333333,15400.0,597025.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,2023-04-22 10,235827.86108398438,4100.0,9566.666666666668,13600.0,48733.33333333333,0.0,0.0,0.0,0.0,13600.0,48450.0,13600.0,1695750.0,15400.0,597666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0
5860,2023-04-22 11,245840.54663085938,4100.0,9737.5,13600.0,49300.0,0.0,0.0,0.0,0.0,13600.0,49016.66666666667,13600.0,1696316.6666666667,6800.0,563550.0,0.0,0.0,0.0,0.0,0.0,0.0
5861,2023-04-22 12,229314.5479736328,4100.0,9908.333333333332,13600.0,49866.666666666664,0.0,0.0,0.0,0.0,13600.0,49583.33333333333,13600.0,1696883.3333333333,13600.0,564116.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5862,2023-04-22 13,229313.35583496094,4100.0,10079.166666666668,13600.0,50433.33333333333,0.0,0.0,0.0,0.0,13600.0,50150.0,13600.0,1697450.0,13600.0,564683.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5863,2023-04-22 14,233124.1766357422,4100.0,10250.0,13600.0,51000.0,0.0,0.0,0.0,0.0,6800.0,24650.0,13600.0,1698016.6666666667,13600.0,565250.0,0.0,0.0,0.0,0.0,0.0,0.0
5864,2023-04-22 15,224155.85986328125,4100.0,10420.833333333332,13600.0,51566.666666666664,0.0,0.0,0.0,0.0,6800.0,24933.333333333332,13600.0,1698583.3333333333,13600.0,565816.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5865,2023-04-22 16,268178.7077636719,4100.0,10591.666666666668,13600.0,52133.33333333333,0.0,0.0,0.0,0.0,6800.0,25216.666666666668,13600.0,1699150.0,13600.0,566383.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5866,2023-04-22 17,252419.79943847656,4100.0,10762.5,6800.0,18416.666666666668,0.0,0.0,0.0,0.0,6800.0,25500.0,13600.0,1699716.6666666667,13600.0,566950.0,0.0,0.0,0.0,0.0,0.0,0.0
5867,2023-04-22 18,239620.80334472656,4100.0,10933.333333333332,6800.0,18700.0,0.0,0.0,0.0,0.0,6800.0,25783.333333333332,13600.0,1700283.3333333333,13600.0,567516.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5868,2023-04-22 19,219965.26977539062,4100.0,11104.166666666668,6800.0,18983.333333333332,0.0,0.0,0.0,0.0,6800.0,26066.666666666668,13600.0,1700850.0,13600.0,568083.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5869,2023-04-22 20,165221.04132080078,4100.0,11275.0,6800.0,19266.666666666668,0.0,0.0,0.0,0.0,6800.0,26350.0,13600.0,1701416.6666666667,13600.0,568650.0,0.0,0.0,0.0,0.0,0.0,0.0
5870,2023-04-22 21,230710.88220214844,4100.0,11445.833333333332,6800.0,19550.0,0.0,0.0,0.0,0.0,6800.0,26633.333333333332,13600.0,1701983.3333333333,13600.0,569216.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5871,2023-04-22 22,233416.5526123047,4100.0,11616.666666666668,6800.0,19833.333333333332,0.0,0.0,0.0,0.0,6800.0,26916.666666666668,13600.0,1702550.0,13600.0,569783.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5872,2023-04-22 23,221163.3759765625,4100.0,11787.5,6800.0,20116.666666666668,0.0,0.0,0.0,0.0,6800.0,27200.0,13600.0,1703116.6666666667,13600.0,570350.0,0.0,0.0,0.0,0.0,0.0,0.0
5873,2023-04-23 00,206204.1328125,4100.0,11958.333333333332,6800.0,20400.0,0.0,0.0,0.0,0.0,6800.0,27483.333333333336,13600.0,1703683.3333333333,13600.0,570916.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5874,2023-04-23 01,218881.96997070312,0.0,0.0,6800.0,20683.333333333332,0.0,0.0,0.0,0.0,6800.0,27766.666666666664,13600.0,1704250.0,13600.0,571483.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
5875,2023-04-23 02,206004.31518554688,0.0,0.0,6800.0,20966.666666666668,0.0,0.0,0.0,0.0,6800.0,28050.0,13600.0,1704816.6666666667,13600.0,572050.0,0.0,0.0,0.0,0.0,0.0,0.0
5876,2023-04-23 03,202465.6124267578,0.0,0.0,6800.0,21250.0,0.0,0.0,0.0,0.0,6800.0,28333.333333333336,13600.0,1705383.3333333333,13600.0,572616.6666666667,0.0,0.0,0.0,0.0,0.0,0.0
5877,2023-04-23 04,215767.52966308594,0.0,0.0,6800.0,21533.333333333332,0.0,0.0,0.0,0.0,6800.0,28616.666666666664,13600.0,1705950.0,13600.0,573183.3333333333,0.0,0.0,0.0,0.0,0.0,0.0
