,datetime(yyyy-mm-dd hh),co2_flow(l),Amstel_Utra_tot_volume(l),Amstel_Utra_age_volume(days*l),Carta_Blanca_tot_volume(l),Carta_Blanca_age_volume(days*l),Coors_Light_tot_volume(l),Coors_Light_age_volume(days*l),Miller_tot_volume(l),Miller_age_volume(days*l),Sol_tot_volume(l),Sol_age_volume(days*l),Tecate_tot_volume(l),Tecate_age_volume(days*l),Tecate_Light_tot_volume(l),Tecate_Light_age_volume(days*l),RIZZOS_tot_volume(l),RIZZOS_age_volume(days*l),Bohemia_tot_volume(l),Bohemia_age_volume(days*l),Noche_Buena_tot_volume(l),Noche_Buena_age_volume(days*l)
3840,2023-01-17 17,309518.1328125,0.0,0.0,13600.0,14733.333333333334,0.0,0.0,6800.0,13600.0,13600.0,28050.0,13600.0,1032183.3333333334,22200.0,48666.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3841,2023-01-17 18,305517.42639160156,0.0,0.0,13600.0,15300.0,0.0,0.0,6800.0,13883.333333333332,13600.0,28616.666666666664,13600.0,1032749.9999999999,22200.0,49591.666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3842,2023-01-17 19,296688.5446777344,0.0,0.0,13600.0,15866.666666666666,0.0,0.0,6800.0,14166.666666666668,13600.0,29183.333333333336,13600.0,1033316.6666666667,22200.0,50516.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3843,2023-01-17 20,152824.85546875,0.0,0.0,13600.0,16433.333333333336,0.0,0.0,6800.0,14450.0,13600.0,29750.0,13600.0,1033883.3333333334,22200.0,51441.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3844,2023-01-17 21,282907.9436035156,0.0,0.0,13600.0,17000.0,0.0,0.0,6800.0,14733.333333333332,13600.0,30316.666666666664,13600.0,1034449.9999999999,22200.0,52366.666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3845,2023-01-17 22,283943.57275390625,0.0,0.0,13600.0,17566.666666666664,0.0,0.0,6800.0,15016.666666666668,13600.0,30883.333333333336,13600.0,1035016.6666666667,22200.0,53291.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3846,2023-01-17 23,290050.4990234375,0.0,0.0,13600.0,18133.333333333336,0.0,0.0,6800.0,15300.0,13600.0,31450.0,13600.0,1035583.3333333334,22200.0,54216.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3847,2023-01-18 00,276570.6140136719,0.0,0.0,13600.0,18700.0,0.0,0.0,6800.0,15583.333333333332,13600.0,32016.666666666664,13600.0,1036149.9999999999,29000.0,55425.0,0.0,0.0,0.0,0.0,0.0,0.0
3848,2023-01-18 01,263696.53662109375,0.0,0.0,13600.0,19266.666666666664,0.0,0.0,6800.0,15866.666666666668,13600.0,32583.333333333336,13600.0,1036716.6666666667,29000.0,56633.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3849,2023-01-18 02,272893.6682128906,0.0,0.0,13600.0,19833.333333333336,0.0,0.0,6800.0,16150.0,13600.0,33150.0,13600.0,1037283.3333333334,29000.0,57841.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3850,2023-01-18 03,278306.99365234375,0.0,0.0,13600.0,20400.0,0.0,0.0,6800.0,16433.333333333332,13600.0,33716.666666666664,13600.0,1037849.9999999999,29000.0,59050.0,0.0,0.0,0.0,0.0,0.0,0.0
3851,2023-01-18 04,354549.59765625,0.0,0.0,13600.0,20966.666666666664,0.0,0.0,6800.0,16716.666666666668,13600.0,34283.333333333336,13600.0,1038416.6666666667,29000.0,60258.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3852,2023-01-18 05,286137.58447265625,0.0,0.0,13600.0,21533.333333333336,0.0,0.0,6800.0,17000.0,13600.0,34850.0,13600.0,1038983.3333333334,29000.0,61466.666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3853,2023-01-18 06,288187.7919921875,0.0,0.0,13600.0,22100.0,0.0,0.0,6800.0,17283.333333333332,13600.0,35416.666666666664,13600.0,1039549.9999999999,29000.0,62675.0,0.0,0.0,0.0,0.0,0.0,0.0
3854,2023-01-18 07,309681.4006347656,0.0,0.0,13600.0,22666.666666666664,0.0,0.0,6800.0,17566.666666666668,13600.0,35983.333333333336,13600.0,1040116.6666666667,29000.0,63883.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3855,2023-01-18 08,313929.9890136719,0.0,0.0,13600.0,23233.333333333336,0.0,0.0,6800.0,17850.0,13600.0,36550.0,13600.0,1040683.3333333334,29000.0,65091.666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3856,2023-01-18 09,328445.1076660156,0.0,0.0,13600.0,23800.0,0.0,0.0,6800.0,18133.333333333332,13600.0,37116.666666666664,13600.0,1041249.9999999999,29000.0,66300.0,0.0,0.0,0.0,0.0,0.0,0.0
3857,2023-01-18 10,373393.5471191406,0.0,0.0,13600.0,24366.666666666664,0.0,0.0,6800.0,18416.666666666668,13600.0,37683.333333333336,13600.0,1041816.6666666667,29000.0,67508.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3858,2023-01-18 11,376951.716796875,0.0,0.0,13600.0,24933.333333333336,0.0,0.0,6800.0,18700.0,13600.0,38250.0,13600.0,1042383.3333333334,29000.0,68716.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3859,2023-01-18 12,375644.7663574219,0.0,0.0,13600.0,25500.0,0.0,0.0,6800.0,18983.333333333332,13600.0,38816.666666666664,13600.0,1042949.9999999999,29000.0,69925.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,2023-01-18 13,361074.4309082031,0.0,0.0,13600.0,26066.666666666664,0.0,0.0,6800.0,19266.666666666668,13600.0,39383.333333333336,13600.0,1043516.6666666667,29000.0,71133.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3861,2023-01-18 14,409259.6647949219,0.0,0.0,13600.0,26633.333333333336,0.0,0.0,6800.0,19550.0,13600.0,39950.0,13600.0,1044083.3333333334,29000.0,72341.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3862,2023-01-18 15,355273.783203125,0.0,0.0,6800.0,6800.0,0.0,0.0,6800.0,19833.333333333332,13600.0,40516.666666666664,13600.0,1044649.9999999999,35800.0,73833.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3863,2023-01-18 16,354786.35791015625,0.0,0.0,6800.0,7083.333333333334,0.0,0.0,6800.0,20116.666666666668,13600.0,41083.333333333336,13600.0,1045216.6666666667,35800.0,75325.0,0.0,0.0,0.0,0.0,0.0,0.0
3864,2023-01-18 17,326347.22802734375,0.0,0.0,6800.0,7366.666666666666,0.0,0.0,6800.0,20400.0,13600.0,41650.0,13600.0,1045783.3333333334,35800.0,76816.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3865,2023-01-18 18,310601.4345703125,0.0,0.0,6800.0,7650.0,0.0,0.0,6800.0,20683.333333333332,6800.0,14733.333333333332,13600.0,1046349.9999999999,35800.0,78308.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3866,2023-01-18 19,320376.5642089844,0.0,0.0,6800.0,7933.333333333334,0.0,0.0,6800.0,20966.666666666668,6800.0,15016.666666666668,13600.0,1046916.6666666667,35800.0,79800.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,2023-01-18 20,365576.06298828125,0.0,0.0,6800.0,8216.666666666666,0.0,0.0,6800.0,21250.0,6800.0,15300.0,13600.0,1047483.3333333334,35800.0,81291.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3868,2023-01-18 21,378255.4895019531,0.0,0.0,6800.0,8500.0,0.0,0.0,6800.0,21533.333333333332,6800.0,15583.333333333332,13600.0,1048049.9999999999,35800.0,82783.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3869,2023-01-18 22,315352.1442871094,0.0,0.0,6800.0,8783.333333333334,0.0,0.0,6800.0,21816.666666666668,6800.0,15866.666666666668,13600.0,1048616.6666666667,35800.0,84274.99999999999,0.0,0.0,0.0,0.0,0.0,0.0
3870,2023-01-18 23,308388.3544921875,0.0,0.0,6800.0,9066.666666666666,0.0,0.0,6800.0,22100.0,6800.0,16150.0,13600.0,1049183.3333333333,35800.0,85766.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3871,2023-01-19 00,271834.5998535156,0.0,0.0,6800.0,9350.0,0.0,0.0,6800.0,22383.333333333332,6800.0,16433.333333333332,13600.0,1049750.0,35800.0,87258.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3872,2023-01-19 01,267616.60107421875,0.0,0.0,6800.0,9633.333333333334,0.0,0.0,6800.0,22666.666666666668,6800.0,16716.666666666668,13600.0,1050316.6666666667,35800.0,88749.99999999999,0.0,0.0,0.0,0.0,0.0,0.0
3873,2023-01-19 02,264566.5126953125,0.0,0.0,6800.0,9916.666666666666,0.0,0.0,6800.0,22950.0,6800.0,17000.0,13600.0,1050883.3333333333,42600.0,90525.0,0.0,0.0,0.0,0.0,0.0,0.0
3874,2023-01-19 03,248328.12622070312,0.0,0.0,6800.0,10200.0,0.0,0.0,6800.0,23233.333333333332,6800.0,17283.333333333332,13600.0,1051450.0,42600.0,92300.00000000001,0.0,0.0,0.0,0.0,0.0,0.0
3875,2023-01-19 04,266314.0163574219,0.0,0.0,6800.0,10483.333333333334,0.0,0.0,6800.0,23516.666666666668,6800.0,17566.666666666668,13600.0,1052016.6666666667,42600.0,94074.99999999999,0.0,0.0,0.0,0.0,0.0,0.0
3876,2023-01-19 05,311014.572265625,0.0,0.0,6800.0,10766.666666666666,0.0,0.0,6800.0,23800.0,6800.0,17850.0,13600.0,1052583.3333333333,34000.0,52133.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3877,2023-01-19 06,251103.3134765625,0.0,0.0,6800.0,11050.0,0.0,0.0,6800.0,24083.333333333332,6800.0,18133.333333333332,13600.0,1053150.0,34000.0,53550.0,0.0,0.0,0.0,0.0,0.0,0.0
3878,2023-01-19 07,263123.3037109375,0.0,0.0,6800.0,11333.333333333334,0.0,0.0,6800.0,24366.666666666668,6800.0,18416.666666666668,13600.0,1053716.6666666667,34000.0,54966.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3879,2023-01-19 08,278767.0090332031,0.0,0.0,6800.0,11616.666666666666,0.0,0.0,6800.0,24650.0,6800.0,18700.0,13600.0,1054283.3333333333,34000.0,56383.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3880,2023-01-19 09,330455.1931152344,0.0,0.0,6800.0,11900.0,0.0,0.0,6800.0,24933.333333333332,6800.0,18983.333333333332,13600.0,1054850.0,34000.0,57800.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,2023-01-19 10,316402.4736328125,0.0,0.0,6800.0,12183.333333333334,0.0,0.0,6800.0,25216.666666666668,6800.0,19266.666666666668,13600.0,1055416.6666666667,34000.0,59216.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3882,2023-01-19 11,320020.2302246094,0.0,0.0,6800.0,12466.666666666666,0.0,0.0,6800.0,25500.0,6800.0,19550.0,13600.0,1055983.3333333333,34000.0,60633.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3883,2023-01-19 12,319787.8381347656,0.0,0.0,6800.0,12750.0,0.0,0.0,6800.0,25783.333333333332,6800.0,19833.333333333332,13600.0,1056550.0,34000.0,62050.0,0.0,0.0,0.0,0.0,0.0,0.0
3884,2023-01-19 13,312517.7666015625,0.0,0.0,6800.0,13033.333333333334,0.0,0.0,6800.0,26066.666666666668,6800.0,20116.666666666668,13600.0,1057116.6666666667,34000.0,63466.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3885,2023-01-19 14,305780.8044433594,0.0,0.0,6800.0,13316.666666666666,0.0,0.0,6800.0,26350.0,6800.0,20400.0,13600.0,1057683.3333333333,34000.0,64883.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3886,2023-01-19 15,305739.0927734375,0.0,0.0,6800.0,13600.0,0.0,0.0,6800.0,26633.333333333332,6800.0,20683.333333333332,13600.0,1058250.0,34000.0,66300.0,0.0,0.0,0.0,0.0,0.0,0.0
3887,2023-01-19 16,301776.5224609375,0.0,0.0,6800.0,13883.333333333332,0.0,0.0,6800.0,26916.666666666668,6800.0,20966.666666666668,13600.0,1058816.6666666667,34000.0,67716.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3888,2023-01-19 17,327831.7546386719,0.0,0.0,6800.0,14166.666666666668,0.0,0.0,6800.0,27200.0,6800.0,21250.0,13600.0,1059383.3333333333,34000.0,69133.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3889,2023-01-19 18,339607.43505859375,0.0,0.0,6800.0,14450.0,0.0,0.0,6800.0,27483.333333333336,6800.0,21533.333333333332,13600.0,1059950.0,34000.0,70550.0,0.0,0.0,0.0,0.0,0.0,0.0
3890,2023-01-19 19,300385.3537597656,0.0,0.0,6800.0,14733.333333333332,0.0,0.0,6800.0,27766.666666666664,6800.0,21816.666666666668,13600.0,1060516.6666666667,34000.0,71966.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3891,2023-01-19 20,286616.6691894531,0.0,0.0,6800.0,15016.666666666668,0.0,0.0,6800.0,28050.0,6800.0,22100.0,13600.0,1061083.3333333333,34000.0,73383.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3892,2023-01-19 21,293493.86181640625,0.0,0.0,6800.0,15300.0,0.0,0.0,6800.0,28333.333333333336,6800.0,22383.333333333332,13600.0,1061650.0,34000.0,74800.0,0.0,0.0,0.0,0.0,0.0,0.0
3893,2023-01-19 22,291079.3752441406,0.0,0.0,6800.0,15583.333333333332,0.0,0.0,6800.0,28616.666666666664,6800.0,22666.666666666668,13600.0,1062216.6666666667,34000.0,76216.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3894,2023-01-19 23,336555.3659667969,0.0,0.0,6800.0,15866.666666666668,0.0,0.0,6800.0,28900.0,6800.0,22950.0,13600.0,1062783.3333333333,34000.0,77633.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3895,2023-01-20 00,286237.2956542969,0.0,0.0,6800.0,16150.0,0.0,0.0,6800.0,29183.333333333336,6800.0,23233.333333333332,13600.0,1063350.0,34000.0,79050.0,0.0,0.0,0.0,0.0,0.0,0.0
3896,2023-01-20 01,292183.3337402344,0.0,0.0,6800.0,16433.333333333332,0.0,0.0,6800.0,29466.666666666664,6800.0,23516.666666666668,13600.0,1063916.6666666667,34000.0,80466.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3897,2023-01-20 02,281738.8359375,0.0,0.0,6800.0,16716.666666666668,0.0,0.0,6800.0,29750.0,13600.0,24083.333333333332,13600.0,1064483.3333333333,34000.0,81883.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3898,2023-01-20 03,274778.6201171875,0.0,0.0,6800.0,17000.0,0.0,0.0,6800.0,30033.333333333336,13600.0,24650.0,13600.0,1065050.0,34000.0,83300.0,0.0,0.0,0.0,0.0,0.0,0.0
3899,2023-01-20 04,268686.39208984375,0.0,0.0,6800.0,17283.333333333332,0.0,0.0,6800.0,30316.666666666664,13600.0,25216.666666666668,13600.0,1065616.6666666667,34000.0,84716.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3900,2023-01-20 05,313185.9401855469,0.0,0.0,6800.0,17566.666666666668,0.0,0.0,6800.0,30600.0,13600.0,25783.333333333332,13600.0,1066183.3333333333,34000.0,86133.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3901,2023-01-20 06,301828.1657714844,0.0,0.0,6800.0,17850.0,0.0,0.0,6800.0,30883.333333333336,13600.0,26350.0,13600.0,1066750.0,34000.0,87550.0,0.0,0.0,0.0,0.0,0.0,0.0
3902,2023-01-20 07,280477.17041015625,0.0,0.0,6800.0,18133.333333333332,0.0,0.0,6800.0,31166.666666666664,13600.0,26916.666666666668,13600.0,1067316.6666666667,34000.0,88966.66666666666,0.0,0.0,0.0,0.0,0.0,0.0
3903,2023-01-20 08,280483.92431640625,0.0,0.0,6800.0,18416.666666666668,0.0,0.0,6800.0,31450.0,13600.0,27483.333333333332,13600.0,1067883.3333333333,34000.0,90383.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3904,2023-01-20 09,266260.78515625,0.0,0.0,6800.0,18700.0,0.0,0.0,6800.0,31733.333333333336,13600.0,28050.0,13600.0,1068450.0,34000.0,91800.0,0.0,0.0,0.0,0.0,0.0,0.0
3905,2023-01-20 10,273163.4016113281,0.0,0.0,6800.0,18983.333333333332,0.0,0.0,6800.0,32016.666666666664,13600.0,28616.666666666668,13600.0,1069016.6666666667,34000.0,93216.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3906,2023-01-20 11,272304.1494140625,0.0,0.0,6800.0,19266.666666666668,0.0,0.0,6800.0,32300.0,13600.0,29183.333333333332,13600.0,1069583.3333333333,34000.0,94633.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3907,2023-01-20 12,268576.35498046875,0.0,0.0,6800.0,19550.0,0.0,0.0,6800.0,32583.333333333336,13600.0,29750.0,13600.0,1070150.0,34000.0,96050.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,2023-01-20 13,251390.9227294922,0.0,0.0,6800.0,19833.333333333332,0.0,0.0,6800.0,32866.666666666664,13600.0,30316.666666666668,13600.0,1070716.6666666667,34000.0,97466.66666666669,0.0,0.0,0.0,0.0,0.0,0.0
3909,2023-01-20 14,255985.11889648438,0.0,0.0,6800.0,20116.666666666668,0.0,0.0,6800.0,33150.0,13600.0,30883.333333333332,13600.0,1071283.3333333333,34000.0,98883.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3910,2023-01-20 15,243105.48022460938,0.0,0.0,6800.0,20400.0,0.0,0.0,6800.0,33433.333333333336,13600.0,31450.000000000004,13600.0,1071850.0,34000.0,100300.0,0.0,0.0,0.0,0.0,0.0,0.0
3911,2023-01-20 16,237607.14233398438,0.0,0.0,6800.0,20683.333333333332,0.0,0.0,6800.0,33716.666666666664,13600.0,32016.666666666664,13600.0,1072416.6666666667,34000.0,101716.66666666669,0.0,0.0,0.0,0.0,0.0,0.0
3912,2023-01-20 17,233867.4305419922,0.0,0.0,6800.0,20966.666666666668,0.0,0.0,6800.0,34000.0,13600.0,32583.333333333332,13600.0,1072983.3333333333,34000.0,103133.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3913,2023-01-20 18,231038.21728515625,0.0,0.0,6800.0,21250.0,0.0,0.0,0.0,0.0,13600.0,33150.0,13600.0,1073550.0,27200.0,74800.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,2023-01-20 19,237534.84338378906,0.0,0.0,6800.0,21533.333333333332,0.0,0.0,0.0,0.0,13600.0,33716.666666666664,13600.0,1074116.6666666667,27200.0,75933.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3915,2023-01-20 20,232207.72143554688,0.0,0.0,6800.0,21816.666666666668,0.0,0.0,0.0,0.0,13600.0,34283.333333333336,13600.0,1074683.3333333333,27200.0,77066.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3916,2023-01-20 21,230469.75158691406,0.0,0.0,6800.0,22100.0,0.0,0.0,0.0,0.0,13600.0,34850.0,13600.0,1075250.0,27200.0,78200.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2023-01-20 22,247019.58361816406,0.0,0.0,6800.0,22383.333333333332,0.0,0.0,0.0,0.0,13600.0,35416.666666666664,13600.0,1075816.6666666667,27200.0,79333.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3918,2023-01-20 23,199262.58666992188,0.0,0.0,6800.0,22666.666666666668,0.0,0.0,0.0,0.0,13600.0,35983.333333333336,13600.0,1076383.3333333333,27200.0,80466.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3919,2023-01-21 00,192794.16467285156,0.0,0.0,6800.0,22950.0,0.0,0.0,0.0,0.0,13600.0,36550.0,13600.0,1076950.0,27200.0,81600.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,2023-01-21 01,193865.15100097656,0.0,0.0,6800.0,23233.333333333332,0.0,0.0,0.0,0.0,13600.0,37116.666666666664,13600.0,1077516.6666666667,27200.0,82733.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3921,2023-01-21 02,202666.22326660156,0.0,0.0,6800.0,23516.666666666668,0.0,0.0,0.0,0.0,20400.0,37966.666666666664,13600.0,1078083.3333333333,27200.0,83866.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3922,2023-01-21 03,184757.7969970703,0.0,0.0,6800.0,23800.0,0.0,0.0,0.0,0.0,20400.0,38816.66666666667,13600.0,1078650.0,27200.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0
3923,2023-01-21 04,179383.400390625,0.0,0.0,6800.0,24083.333333333332,0.0,0.0,0.0,0.0,20400.0,39666.666666666664,13600.0,1079216.6666666667,27200.0,86133.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3924,2023-01-21 05,182862.91284179688,0.0,0.0,6800.0,24366.666666666668,0.0,0.0,0.0,0.0,20400.0,40516.666666666664,13600.0,1079783.3333333333,27200.0,87266.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
3925,2023-01-21 06,166171.26330566406,0.0,0.0,6800.0,24650.0,0.0,0.0,0.0,0.0,13600.0,9633.333333333332,6800.0,1052583.3333333333,20400.0,55533.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3926,2023-01-21 07,164807.90197753906,0.0,0.0,6800.0,24933.333333333332,0.0,0.0,0.0,0.0,13600.0,10200.0,6800.0,1052866.6666666667,20400.0,56383.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3927,2023-01-21 08,166548.65258789062,0.0,0.0,6800.0,25216.666666666668,0.0,0.0,0.0,0.0,13600.0,10766.666666666668,6800.0,1053150.0,20400.0,57233.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3928,2023-01-21 09,160047.25842285156,0.0,0.0,6800.0,25500.0,0.0,0.0,0.0,0.0,13600.0,11333.333333333332,6800.0,1053433.3333333333,20400.0,58083.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3929,2023-01-21 10,174016.9510498047,0.0,0.0,6800.0,25783.333333333332,0.0,0.0,0.0,0.0,13600.0,11900.0,6800.0,1053716.6666666667,20400.0,58933.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3930,2023-01-21 11,151087.6817626953,0.0,0.0,6800.0,26066.666666666668,0.0,0.0,0.0,0.0,13600.0,12466.666666666668,6800.0,1054000.0,20400.0,59783.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3931,2023-01-21 12,152087.16259765625,0.0,0.0,6800.0,26350.0,0.0,0.0,0.0,0.0,13600.0,13033.333333333332,6800.0,1054283.3333333333,20400.0,60633.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3932,2023-01-21 13,165520.17138671875,0.0,0.0,6800.0,26633.333333333332,0.0,0.0,0.0,0.0,13600.0,13600.0,6800.0,1054566.6666666667,20400.0,61483.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3933,2023-01-21 14,148887.71057128906,0.0,0.0,6800.0,26916.666666666668,2100.0,87.5,0.0,0.0,13600.0,14166.666666666668,6800.0,1054850.0,20400.0,62333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3934,2023-01-21 15,140970.1209716797,0.0,0.0,6800.0,27200.0,2100.0,175.0,0.0,0.0,13600.0,14733.333333333332,6800.0,1055133.3333333333,20400.0,63183.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3935,2023-01-21 16,137218.0947265625,0.0,0.0,6800.0,27483.333333333336,2100.0,262.5,0.0,0.0,13600.0,15300.0,6800.0,1055416.6666666667,20400.0,64033.333333333336,0.0,0.0,0.0,0.0,0.0,0.0
3936,2023-01-21 17,133062.4630126953,0.0,0.0,6800.0,27766.666666666664,2100.0,350.0,0.0,0.0,13600.0,15866.666666666668,6800.0,1055700.0,20400.0,64883.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3937,2023-01-21 18,93178.1654663086,0.0,0.0,6800.0,28050.0,4300.0,529.1666666666666,2100.0,87.5,13600.0,16433.333333333332,6800.0,1055983.3333333333,20400.0,65733.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3938,2023-01-21 19,122963.9702758789,0.0,0.0,6800.0,28333.333333333336,4300.0,708.3333333333333,2100.0,175.0,13600.0,17000.0,6800.0,1056266.6666666667,20400.0,66583.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3939,2023-01-21 20,128953.70581054688,0.0,0.0,6800.0,28616.666666666664,4300.0,887.5,2100.0,262.5,13600.0,17566.666666666668,6800.0,1056550.0,20400.0,67433.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3940,2023-01-21 21,131316.15185546875,0.0,0.0,6800.0,28900.0,4300.0,1066.6666666666665,2100.0,350.0,13600.0,18133.333333333332,6800.0,1056833.3333333333,20400.0,68283.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3941,2023-01-21 22,131112.75927734375,0.0,0.0,6800.0,29183.333333333336,4300.0,1245.8333333333335,2100.0,437.5,13600.0,18700.0,6800.0,1057116.6666666667,20400.0,69133.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3942,2023-01-21 23,130806.08233642578,0.0,0.0,6800.0,29466.666666666664,4300.0,1425.0,2100.0,525.0,13600.0,19266.666666666668,6800.0,1057400.0,20400.0,69983.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3943,2023-01-22 00,137546.62060546875,0.0,0.0,6800.0,29750.0,4300.0,1604.1666666666667,2100.0,612.5,13600.0,19833.333333333332,6800.0,1057683.3333333333,20400.0,70833.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3944,2023-01-22 01,127720.24487304688,0.0,0.0,6800.0,30033.333333333336,4300.0,1783.3333333333333,2100.0,700.0,13600.0,20400.0,6800.0,1057966.6666666667,20400.0,71683.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3945,2023-01-22 02,151261.27966308594,0.0,0.0,6800.0,30316.666666666664,4300.0,1962.5,2100.0,787.5,13600.0,20966.666666666664,6800.0,1058250.0,20400.0,72533.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3946,2023-01-22 03,151324.44299316406,0.0,0.0,6800.0,30600.0,4300.0,2141.666666666667,2100.0,875.0,13600.0,21533.333333333336,6800.0,1058533.3333333333,20400.0,73383.33333333334,0.0,0.0,0.0,0.0,0.0,0.0
3947,2023-01-22 04,149102.62365722656,0.0,0.0,6800.0,30883.333333333336,4300.0,2320.833333333333,2100.0,962.5,13600.0,22100.0,6800.0,1058816.6666666667,20400.0,74233.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3948,2023-01-22 05,148198.48205566406,0.0,0.0,6800.0,31166.666666666664,4300.0,2500.0,2100.0,1050.0,13600.0,22666.666666666664,6800.0,1059100.0,13600.0,50433.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
3949,2023-01-22 06,101239.16287231445,0.0,0.0,6800.0,31450.0,4300.0,2679.1666666666665,2100.0,1137.5,13600.0,23233.333333333336,6800.0,1059383.3333333333,13600.0,51000.0,0.0,0.0,0.0,0.0,0.0,0.0
3950,2023-01-22 07,114125.95233154297,0.0,0.0,6800.0,31733.333333333336,4300.0,2858.3333333333335,2100.0,1225.0,13600.0,23800.0,6800.0,1059666.6666666667,13600.0,51566.666666666664,0.0,0.0,0.0,0.0,0.0,0.0
3951,2023-01-22 08,122090.02014160156,0.0,0.0,6800.0,32016.666666666664,4300.0,3037.5,2100.0,1312.5,13600.0,24366.666666666664,13600.0,1060233.3333333333,13600.0,52133.33333333333,0.0,0.0,0.0,0.0,0.0,0.0
