,date(yyyy-mm-dd),co2_flow(l),Amstel_Utra_prop_volume(l),Amstel_Utra_prop_age(minutes),Carta_Blanca_prop_volume(l),Carta_Blanca_prop_age(minutes),Coors_Light_prop_volume(l),Coors_Light_prop_age(minutes),Miller_prop_volume(l),Miller_prop_age(minutes),Sol_prop_volume(l),Sol_prop_age(minutes),Tecate_prop_volume(l),Tecate_prop_age(minutes),Tecate_Light_prop_volume(l),Tecate_Light_prop_age(minutes),RIZZOS_prop_volume(l),RIZZOS_prop_age(minutes),Bohemia_prop_volume(l),Bohemia_prop_age(minutes),Noche_Buena_prop_volume(l),Noche_Buena_prop_age(minutes)
254,2023-04-23 ,5410950.192993164,170.83333333333331,1020.0,1511.111111111111,1592.0,0.0,0.0,0.0,0.0,4542.777777777777,2836.0,13600.0,2260.0,25820.833333333332,-121478.5,0.0,0.0,0.0,0.0,0.0,0.0
255,2023-04-24 ,6229446.48046875,0.0,0.0,0.0,0.0,0.0,0.0,1925.0,2297.0,12183.333333333332,4782.0,11758.333333333332,2065.0,29000.0,-121180.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2023-04-25 ,7467259.213012695,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2357.0,13600.0,4932.0,6800.0,2358.0,29708.333333333336,-120215.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2023-04-26 ,6999990.317016602,0.0,0.0,566.6666666666666,1271.0,0.0,0.0,2100.0,2357.0,13600.0,4932.0,11616.666666666668,2304.0,37241.66666666667,-119975.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2023-04-27 ,6444999.090087891,0.0,0.0,6800.0,1931.0,0.0,0.0,2100.0,2357.0,13600.0,4932.0,13600.0,2514.0,35616.66666666667,-120155.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2023-04-28 ,6382237.564971924,0.0,0.0,6800.0,1931.0,0.0,0.0,7056.041666666666,3716.5,2833.3333333333335,3792.0,13600.0,2514.0,28650.0,-122314.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2023-04-29 ,4799261.863065749,0.0,0.0,6672.5,1917.5,0.0,0.0,6800.0,1656.0,0.0,0.0,13600.0,2514.0,29285.416666666668,-123009.5,0.0,0.0,0.0,0.0,0.0,0.0
261,2023-04-30 ,5646478.926635742,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,1656.0,2833.3333333333335,1583.0,13600.0,2514.0,32062.5,-122672.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2023-05-01 ,5439714.669647217,0.0,0.0,6375.0,2048.0,0.0,0.0,5241.666666666667,1491.0,6800.0,2003.0,8500.0,1974.0,26150.0,-123167.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2023-05-02 ,3519471.335723877,0.0,0.0,6800.0,2093.0,0.0,0.0,0.0,0.0,6800.0,2003.0,6800.0,2358.0,24000.0,-124206.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2023-05-03 ,3495239.4797058105,0.0,0.0,12679.166666666668,4952.5,0.0,0.0,0.0,0.0,6800.0,2003.0,6800.0,2358.0,24000.0,-124206.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2023-05-04 ,3850206.587463379,0.0,0.0,18700.0,5590.0,0.0,0.0,0.0,0.0,5666.666666666667,3150.0,12608.333333333332,4245.0,18663.88888888889,-124771.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2023-05-05 ,4324540.1680755615,6450.0,1535.0,13600.0,3677.0,0.0,0.0,0.0,0.0,8312.5,-5536.0,13600.0,4350.0,16562.5,1770.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2023-05-06 ,3440978.7085723877,8600.0,1715.0,13600.0,3677.0,0.0,0.0,0.0,0.0,9000.0,-5311.0,13600.0,4350.0,21000.0,5286.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2023-05-07 ,6224660.406616211,8600.0,1715.0,13600.0,3677.0,0.0,0.0,0.0,0.0,9000.0,-5311.0,13600.0,4350.0,37433.33333333333,7852.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2023-05-08 ,4307737.284797668,8600.0,1715.0,2833.3333333333335,2537.0,0.0,0.0,0.0,0.0,7144.166666666666,-5507.5,9501.111111111111,3916.0,38000.0,7912.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2023-05-09 ,3345434.519104004,9454.166666666666,1921.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,-7298.0,9161.111111111111,3354.0,40741.66666666667,13256.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2023-05-10 ,2874018.738342285,8400.0,2131.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,-7298.0,18227.777777777777,5505.0,31659.027777777777,12543.5,0.0,0.0,0.0,0.0,0.0,0.0
272,2023-05-11 ,2492953.5014038086,4100.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.666666666667,-5826.0,32795.83333333333,9672.5,12800.0,7694.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2023-05-12 ,5929847.280883789,4100.0,776.0,0.0,0.0,0.0,0.0,656.25,1202.0,9000.0,-5526.0,34000.0,9800.0,12800.0,7694.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2023-05-13 ,4920197.078735352,4100.0,776.0,0.0,0.0,0.0,0.0,2100.0,1697.0,9000.0,-5526.0,28711.11111111111,9240.0,9943.125,6714.5,0.0,0.0,0.0,0.0,0.0,0.0
275,2023-05-14 ,4454092.924316406,1081.9444444444446,246.0,0.0,0.0,0.0,0.0,2100.0,1697.0,11251.666666666666,-4094.0,18133.333333333332,6183.0,12900.0,4713.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2023-05-15 ,2043563.6436767578,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,1697.0,14728.611111111111,5327.5,13311.944444444445,4821.5,31750.0,7490.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2023-05-16 ,3430906.83013916,0.0,0.0,3588.888888888889,1584.0,0.0,0.0,1141.875,2653.5,13600.0,4156.0,13600.0,3706.0,32600.0,7580.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2023-05-17 ,4703671.99597168,0.0,0.0,6800.0,1924.0,0.0,0.0,4100.0,2105.0,9916.666666666666,3766.0,13600.0,3706.0,28224.999999999996,9234.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2023-05-18 ,4859651.01171875,0.0,0.0,6800.0,1924.0,0.0,0.0,4100.0,2105.0,6800.0,1800.0,13600.0,3706.0,33798.61111111111,9562.5,0.0,0.0,0.0,0.0,0.0,0.0
280,2023-05-19 ,4781337.548095703,0.0,0.0,9019.444444444445,3236.0,0.0,0.0,4100.0,2105.0,4533.333333333333,3059.0,12041.666666666668,3541.0,34256.666666666664,9611.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2023-05-20 ,3816102.6682128906,0.0,0.0,13600.0,3721.0,0.0,0.0,8066.666666666667,3681.0,6800.0,2219.0,13600.0,4119.0,23991.666666666664,7321.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2023-05-21 ,5601618.277404785,0.0,0.0,8216.666666666666,3151.0,0.0,0.0,7654.166666666667,3411.0,6800.0,2219.0,13600.0,4119.0,33633.333333333336,10231.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2023-05-22 ,6253849.157287598,0.0,0.0,7083.333333333333,4235.0,0.0,0.0,6800.0,1876.0,8216.666666666666,3629.0,13600.0,4119.0,45483.33333333333,10225.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2023-05-23 ,6037092.464019775,0.0,0.0,17566.666666666668,6320.0,0.0,0.0,6800.0,1876.0,9746.666666666668,3791.0,14804.166666666668,5282.5,45916.66666666667,10255.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2023-05-24 ,6581905.348022461,0.0,0.0,15300.0,6080.0,0.0,0.0,1700.0,1336.0,6800.0,1980.0,15866.666666666666,5395.0,49741.666666666664,11664.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2023-05-25 ,7084116.348388672,0.0,0.0,13600.0,4823.0,0.0,0.0,0.0,0.0,6800.0,1980.0,13600.0,4114.0,53140.69444444444,14846.5,0.0,0.0,0.0,0.0,0.0,0.0
287,2023-05-26 ,5821725.760620117,0.0,0.0,13600.0,4823.0,0.0,0.0,0.0,0.0,4438.888888888889,1730.0,13600.0,4114.0,51908.333333333336,13933.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2023-05-27 ,3813244.4642333984,0.0,0.0,9420.833333333334,4380.5,0.0,0.0,0.0,0.0,5383.333333333333,1642.0,11550.555555555555,3897.0,46004.166666666664,12465.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2023-05-28 ,5371945.405761719,2348.958333333333,1017.5,3211.111111111111,2201.0,0.0,0.0,0.0,0.0,15286.527777777777,4102.5,16811.11111111111,4112.0,40073.61111111111,10984.5,0.0,0.0,0.0,0.0,0.0,0.0
290,2023-05-29 ,6435870.684814453,4100.0,1325.0,6800.0,2581.0,0.0,0.0,0.0,0.0,15400.0,4112.0,20400.0,4492.0,31937.222222222223,9144.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2023-05-30 ,6257234.912475586,4100.0,1325.0,6800.0,2581.0,0.0,0.0,0.0,0.0,15400.0,4112.0,20400.0,4492.0,24163.88888888889,8625.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2023-05-31 ,6061138.806396484,4100.0,1325.0,6800.0,2581.0,0.0,0.0,0.0,0.0,15400.0,4112.0,20400.0,4492.0,36750.0,10674.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2023-06-01 ,5675914.354736328,4612.5,2546.0,7650.0,4107.0,0.0,0.0,0.0,0.0,12444.444444444445,5317.0,18416.666666666668,4282.0,37600.0,9568.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2023-06-02 ,4643776.622680664,8200.0,3176.0,6800.0,2156.0,0.0,0.0,0.0,0.0,6800.0,2230.0,14615.277777777776,4839.5,37600.0,9568.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2023-06-03 ,942486.3514404297,4996.875,2613.5,6800.0,2156.0,0.0,0.0,0.0,0.0,6800.0,2230.0,13600.0,3802.0,36500.555555555555,12149.0,0.0,0.0,0.0,0.0,0.0,0.0
296,2023-06-04 ,1993355.2150878906,4100.0,1851.0,6800.0,2156.0,3253.6111111111113,1771.5,0.0,0.0,6800.0,2230.0,13600.0,3802.0,47820.83333333334,12394.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2023-06-05 ,3123039.665283203,4100.0,1851.0,11050.0,3690.0,6800.0,2147.0,0.0,0.0,13316.666666666668,4009.0,17000.0,4781.0,40533.333333333336,10753.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2023-06-06 ,8921391.23461914,4100.0,1851.0,7928.611111111111,3359.5,6800.0,2147.0,0.0,0.0,7928.611111111111,3438.5,20400.0,5141.0,51300.0,11312.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2023-06-07 ,9420390.086853027,3179.1666666666665,3241.0,6800.0,1804.0,6800.0,2147.0,0.0,0.0,6800.0,1809.0,20400.0,5141.0,56116.66666666667,12746.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2023-06-08 ,7891530.94140625,2200.0,1945.0,10200.0,3281.0,1416.6666666666667,1577.0,0.0,0.0,9350.0,4299.0,15583.333333333334,5717.0,54416.666666666664,12566.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2023-06-09 ,6170696.37890625,2200.0,1945.0,11319.166666666666,3399.5,0.0,0.0,1137.5,1972.0,7650.0,4119.0,20400.0,5503.0,38300.0,10938.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2023-06-10 ,3886759.147216797,1680.5555555555554,1775.0,6800.0,1837.0,0.0,0.0,2100.0,2302.0,7225.0,4530.0,14832.5,4913.5,34190.555555555555,6701.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2023-06-11 ,5108306.476318359,0.0,0.0,5968.888888888889,1749.0,0.0,0.0,2100.0,2302.0,13600.0,5205.0,13600.0,4164.0,32500.0,8391.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2023-06-12 ,5590505.20690918,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2302.0,14974.166666666668,7258.5,12938.888888888889,4094.0,30800.0,7287.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2023-06-13 ,6310330.950805664,504.16666666666663,1502.0,0.0,0.0,0.0,0.0,350.0,1702.0,20400.0,5613.0,6800.0,2358.0,31933.333333333332,8349.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2023-06-14 ,6737045.7763671875,2200.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,20400.0,5613.0,6800.0,2358.0,41000.0,10195.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2023-06-15 ,5569471.613525391,2200.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,14733.333333333334,5013.0,6800.0,2358.0,40891.66666666667,12357.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2023-06-16 ,4484267.634521484,1558.3333333333335,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,17183.333333333332,4555.0,6800.0,2358.0,42416.66666666667,10210.0,0.0,0.0,0.0,0.0,0.0,0.0
309,2023-06-17 ,4432407.052246094,1416.6666666666667,1083.0,11333.333333333332,2893.0,0.0,0.0,0.0,0.0,10300.0,3715.0,6800.0,2358.0,36679.16666666667,8562.5,0.0,0.0,0.0,0.0,0.0,0.0
310,2023-06-18 ,7438188.055419922,6800.0,1653.0,13600.0,3133.0,0.0,0.0,5713.888888888889,1505.0,8600.0,1627.0,6800.0,2358.0,34327.5,8362.5,0.0,0.0,0.0,0.0,0.0,0.0
311,2023-06-19 ,7061606.5712890625,6800.0,1653.0,13600.0,3133.0,0.0,0.0,6800.0,1620.0,8600.0,1627.0,6800.0,2358.0,37275.27777777778,10304.5,0.0,0.0,0.0,0.0,0.0,0.0
312,2023-06-20 ,5758160.203125,6800.0,1653.0,13600.0,3133.0,0.0,0.0,6800.0,1620.0,8600.0,1627.0,6800.0,2358.0,37500.0,11129.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2023-06-21 ,4335514.599914551,6800.0,1653.0,5525.0,2278.0,0.0,0.0,6800.0,1620.0,447.9166666666667,944.5,6800.0,2358.0,42600.0,11669.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2023-06-22 ,3462583.146558821,5100.0,1473.0,0.0,0.0,0.0,0.0,1700.0,1080.0,0.0,0.0,12183.333333333332,4206.0,48950.0,15475.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2023-06-23 ,4631006.2275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,4356.0,51066.66666666667,16265.0,0.0,0.0,0.0,0.0,0.0,0.0
316,2023-06-24 ,4438286.348449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431.9444444444443,128.5,13600.0,4356.0,48800.0,13695.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2023-06-25 ,6739155.572143555,0.0,0.0,944.4444444444445,1496.0,0.0,0.0,0.0,0.0,6800.0,591.0,15016.666666666666,8045.0,32279.583333333336,11858.0,0.0,0.0,0.0,0.0,0.0,0.0
318,2023-06-26 ,7478369.885375977,2550.0,2264.0,6800.0,2116.0,0.0,0.0,0.0,0.0,6800.0,591.0,20400.0,7337.0,26420.76388888889,6851.5,0.0,0.0,0.0,0.0,0.0,0.0
319,2023-06-27 ,7223796.195922852,6800.0,2714.0,6800.0,2116.0,0.0,0.0,0.0,0.0,4816.666666666667,381.0,19833.333333333332,7277.0,24000.0,7317.0,0.0,0.0,0.0,0.0,0.0,0.0
320,2023-06-28 ,6391042.615356445,6800.0,2714.0,6800.0,2116.0,0.0,0.0,0.0,0.0,0.0,0.0,12230.555555555555,5322.0,34795.833333333336,8963.5,0.0,0.0,0.0,0.0,0.0,0.0
321,2023-06-29 ,6846728.485107422,6285.277777777778,2659.5,8500.0,3572.0,6138.888888888889,1098.0,0.0,0.0,0.0,0.0,7300.555555555556,3376.0,39400.0,9451.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2023-06-30 ,6553547.658447266,0.0,0.0,8145.833333333333,3534.5,8787.638888888889,4007.5,0.0,0.0,0.0,0.0,13600.0,4043.0,42138.88888888889,10642.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2023-07-01 ,5153266.429105312,0.0,0.0,6800.0,1996.0,8433.194444444445,3891.5,0.0,0.0,0.0,0.0,13600.0,4043.0,40037.5,10419.5,0.0,0.0,0.0,0.0,0.0,0.0
324,2023-07-02 ,5811034.179260254,0.0,0.0,6800.0,1996.0,6800.0,1168.0,0.0,0.0,5950.0,2125.0,13600.0,4043.0,28724.305555555555,8355.5,0.0,0.0,0.0,0.0,0.0,0.0
325,2023-07-03 ,3754104.26146698,0.0,0.0,6138.888888888889,1926.0,5950.0,1078.0,0.0,0.0,6800.0,2215.0,12018.055555555555,3875.5,11268.055555555555,3033.5,0.0,0.0,0.0,0.0,0.0,0.0
326,2023-07-04 ,5155561.341033936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2215.0,6800.0,2358.0,8600.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2023-07-05 ,5021546.669586182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.6666666666667,1645.0,6800.0,2358.0,2150.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2023-07-06 ,6423294.550231934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2023-07-07 ,6023632.439331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2023-07-08 ,8035087.556274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2023-07-09 ,9434398.305541992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2023-07-10 ,7810790.681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2023-07-11 ,6739047.916503906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,2023-07-12 ,6377432.8349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2023-07-13 ,7519187.327392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,2023-07-14 ,7521717.414916992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2023-07-15 ,7046604.817260742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2023-07-16 ,8819497.803344727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2023-07-17 ,9270904.104156494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2023-07-18 ,7802677.644035339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2023-07-19 ,9584465.848388672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2023-07-20 ,10984865.850280762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2023-07-21 ,9145172.892895313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2023-07-23 ,7824126.35906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2023-07-24 ,10636379.47383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2023-07-25 ,9938716.70884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2023-07-26 ,10353981.6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,2023-07-27 ,10957747.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,2023-07-28 ,8781127.039348632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2023-07-29 ,9065551.279541016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2023-07-30 ,10769528.530151367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2023-07-31 ,11112457.361938477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2023-08-01 ,11562146.760009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2023-08-02 ,11011971.010986328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,2023-08-03 ,9858532.984985352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2023-08-04 ,9503014.496948242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2023-08-05 ,9701708.622802734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,2023-08-06 ,10551690.148071289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2023-08-07 ,4916721.929931641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2023-08-09 ,3049514.650115013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,2023-08-10 ,2469959.476989746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2023-08-11 ,3569180.0182410777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2023-08-12 ,6079736.464233398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2023-08-13 ,9745430.748657227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2023-08-14 ,10153708.404663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2023-08-15 ,8385631.685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,2023-08-16 ,7253893.448852539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,2023-08-17 ,7692019.278930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2023-08-18 ,7897157.590209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2023-08-19 ,6854400.977050781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2023-08-20 ,10577931.684570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2023-08-21 ,9334940.010864258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,2023-08-22 ,8990171.899536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,2023-08-23 ,10939335.037109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2023-08-24 ,11100914.487915039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,2023-08-25 ,8870184.51751709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,2023-08-26 ,8943151.806152344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,2023-08-27 ,9678348.734863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
