,date(dd/mm/yyyy),date(yyyy-mm-dd),co2_flow(l),Amstel_Utra_prop_volume(l),Amstel_Utra_prop_age(minutes),Carta_Blanca_prop_volume(l),Carta_Blanca_prop_age(minutes),Coors_Light_prop_volume(l),Coors_Light_prop_age(minutes),Miller_prop_volume(l),Miller_prop_age(minutes),Sol_prop_volume(l),Sol_prop_age(minutes),Tecate_prop_volume(l),Tecate_prop_age(minutes),Tecate_Light_prop_volume(l),Tecate_Light_prop_age(minutes),RIZZOS_prop_volume(l),RIZZOS_prop_age(minutes),Bohemia_prop_volume(l),Bohemia_prop_age(minutes),Noche_Buena_prop_volume(l),Noche_Buena_prop_age(minutes)
138,18/12/2022 ,2022-12-18,129769.80505089884,4250.0,1648.0,6800.0,1758.0,2477.083333333333,1160.0,0.0,0.0,0.0,0.0,18983.333333333332,5622.0,24325.0,3792.0,0.0,0.0,0.0,0.0,0.0,0.0
139,19/12/2022 ,2022-12-19,129620.77142432709,6800.0,1918.0,4816.666666666667,1548.0,4100.0,1445.0,0.0,0.0,1341.111111111111,1223.0,13600.0,3735.0,35487.5,7565.0,0.0,0.0,0.0,0.0,0.0,0.0
140,20/12/2022 ,2022-12-20,130035.17465201835,6800.0,1918.0,0.0,0.0,4100.0,1445.0,0.0,0.0,7933.333333333333,2725.0,13600.0,3735.0,35133.333333333336,12122.0,0.0,0.0,0.0,0.0,0.0,0.0
141,21/12/2022 ,2022-12-21,129951.48303270864,7166.666666666667,3133.0,0.0,0.0,4100.0,1445.0,0.0,0.0,13600.0,3325.0,13600.0,3735.0,40100.0,13670.0,0.0,0.0,0.0,0.0,0.0,0.0
142,22/12/2022 ,2022-12-22,130315.76387849229,3616.666666666667,3163.0,0.0,0.0,1452.0833333333335,980.0,0.0,0.0,13600.0,3325.0,8216.666666666666,3165.0,40666.66666666667,17614.0,0.0,0.0,0.0,0.0,0.0,0.0
143,23/12/2022 ,2022-12-23,129639.07587816572,2200.0,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,7933.333333333333,2725.0,6800.0,2358.0,49362.49999999999,17658.0,0.0,0.0,0.0,0.0,0.0,0.0
144,24/12/2022 ,2022-12-24,130264.591865161,137.5,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,12608.333333333332,3710.0,6800.0,2358.0,49776.944444444445,13384.5,0.0,0.0,0.0,0.0,0.0,0.0
145,25/12/2022 ,2022-12-25,130595.52345157153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8948.611111111111,3322.5,6800.0,2358.0,41248.61111111111,11517.5,0.0,0.0,0.0,0.0,0.0,0.0
146,26/12/2022 ,2022-12-26,130216.92205669118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2291.0,6800.0,2358.0,43775.0,15259.0,0.0,0.0,0.0,0.0,0.0,0.0
147,27/12/2022 ,2022-12-27,130448.61325154899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2291.0,6800.0,2358.0,42700.0,15877.0,0.0,0.0,0.0,0.0,0.0,0.0
148,28/12/2022 ,2022-12-28,129271.91477877268,0.0,0.0,566.6666666666666,844.0,0.0,0.0,0.0,0.0,6658.333333333334,3511.0,11333.333333333332,3446.0,38066.66666666667,14392.0,0.0,0.0,0.0,0.0,0.0,0.0
149,29/12/2022 ,2022-12-29,130611.80504435617,0.0,0.0,6800.0,1504.0,0.0,0.0,0.0,0.0,6800.0,1955.0,13600.0,3686.0,23323.88888888889,6715.0,0.0,0.0,0.0,0.0,0.0,0.0
150,30/12/2022 ,2022-12-30,129386.40206451343,0.0,0.0,6800.0,1504.0,0.0,0.0,0.0,0.0,8216.666666666666,3114.0,13600.0,3686.0,34316.66666666667,7173.0,0.0,0.0,0.0,0.0,0.0,0.0
151,31/12/2022 ,2022-12-31,130154.43329217388,0.0,0.0,6800.0,1504.0,0.0,0.0,0.0,0.0,13600.0,3684.0,20400.0,4965.0,35475.0,7248.0,0.0,0.0,0.0,0.0,0.0,0.0
152,01/01/2023 ,2023-01-01,130212.10810866387,0.0,0.0,4533.333333333333,1264.0,0.0,0.0,5950.0,2296.0,11333.333333333332,3444.0,18133.333333333332,4725.0,25962.5,5453.0,0.0,0.0,0.0,0.0,0.0,0.0
153,02/01/2023 ,2023-01-02,130381.24480677575,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2386.0,6800.0,1729.0,13600.0,3637.0,19673.61111111111,3980.5,0.0,0.0,0.0,0.0,0.0,0.0
154,03/01/2023 ,2023-01-03,129379.77140545026,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,2386.0,5430.555555555556,1584.0,13600.0,3637.0,21713.61111111111,4625.5,0.0,0.0,0.0,0.0,0.0,0.0
155,04/01/2023 ,2023-01-04,130526.95481685695,0.0,0.0,4391.666666666667,1077.0,0.0,0.0,2833.3333333333335,1966.0,0.0,0.0,9633.333333333334,3217.0,30930.555555555555,6634.0,0.0,0.0,0.0,0.0,0.0,0.0
156,05/01/2023 ,2023-01-05,129894.20371218614,1618.75,2242.0,6800.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,7933.333333333333,3018.0,33829.16666666667,8655.0,0.0,0.0,0.0,0.0,0.0,0.0
157,06/01/2023 ,2023-01-06,129301.01781200527,2100.0,2407.0,6800.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,3618.0,40191.66666666667,9827.0,0.0,0.0,0.0,0.0,0.0,0.0
158,07/01/2023 ,2023-01-07,130395.08641005516,2100.0,2407.0,6800.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,3618.0,40050.0,9812.0,0.0,0.0,0.0,0.0,0.0,0.0
159,08/01/2023 ,2023-01-08,129775.29665009645,2100.0,2407.0,4580.555555555556,2071.0,0.0,0.0,0.0,0.0,0.0,0.0,13600.0,3618.0,34317.22222222222,10551.0,0.0,0.0,0.0,0.0,0.0,0.0
